Location,ManufactureDate,ReadDate,AgeInDays,Model,MileageKM,MileagePerDay,MaxRangeKM,ReplacementBatt,MileageSinceNewKM,Battery AgeDays,WattHoursPerKM,OriginalRangeKM,SuperchargeFreq,MaxChargeFreq,RunToEmptyFreq,DailyChargeLevel,Cycles
Asia Pacific & Europe (excl UK),19-Sep-15,29-Apr-17,588,Model S 70D,32788,55.7,345,No,32788,589,,365,a few times a year,a few times a year,never,90%,
Asia Pacific & Europe (excl UK),24-Jun-16,28-Jun-17,369,Model S 75,24000,64.9,367,No,24000,370,196,380,weekly,twice a month,monthly,90%,65.4
Asia Pacific & Europe (excl UK),30-Oct-14,3-May-17,916,Model S 85,97893,106.8,379,No,97893,917,204,400,,,,,263.22
Asia Pacific & Europe (excl UK),29-Sep-15,3-May-17,582,Model S 90D,51222,87.9,428,No,51222,583,234,452,twice a month,a few times a year,monthly,80%,149.63
Asia Pacific & Europe (excl UK),20-Sep-13,6-May-17,1324,Model S P85,140000,105.7,371,No,140000,"1,325",209,400,twice a month,twice a month,monthly,70%,391.81
Asia Pacific & Europe (excl UK),10-Sep-13,9-May-17,1337,Model S P85,240000,179.4,366,No,240000,"1,338",212,400,twice a month,daily,a few times a year,100%,681.59
Asia Pacific & Europe (excl UK),19-Aug-15,12-May-17,632,Model S 70D,91273,144.2,349,No,91273,633,207,365,weekly,monthly,a few times a year,80%,279.07
Asia Pacific & Europe (excl UK),31-Mar-16,12-May-17,407,Model S 70D,27991,68.6,359,No,27991,408,234,365,a few times a year,a few times a year,once or twice a year,90%,95.41
Asia Pacific & Europe (excl UK),1-Mar-14,14-May-17,1170,Model S P85,90375,77.2,366,No,90375,"1,171",220,400,weekly,monthly,a few times a year,60%,266.37
Asia Pacific & Europe (excl UK),15-Mar-16,13-Apr-17,394,Model S 70D,43082,109.1,365,No,43082,395,209,365,monthly,twice a month,once or twice a year,90%,130.89
Asia Pacific & Europe (excl UK),4-Jun-14,2-May-17,1063,Model S 85,172871,162.5,380,No,172871,"1,064",182,400,twice a month,a few times a year,a few times a year,90%,416.42
Asia Pacific & Europe (excl UK),30-Oct-14,16-May-17,929,Model S 85,99100,106.6,379,No,99100,930,206,400,,,,,268.9
Asia Pacific & Europe (excl UK),9-May-17,16-May-17,7,Model S P100D,1364,170.5,488,No,1364,8,188,488,weekly,a few times a year,never,80%,2.61
Asia Pacific & Europe (excl UK),20-Oct-15,17-May-17,575,Model S 85D,47834,83,420,No,47834,576,218,430,twice a month,a few times a year,once or twice a year,70%,135.31
Asia Pacific & Europe (excl UK),13-Dec-14,19-May-17,888,Model S 85,62000,69.7,380,No,62000,889,240,400,a few times a year,a few times a year,a few times a year,,195.76
Asia Pacific & Europe (excl UK),3-Apr-15,19-May-17,777,Model S P85D,43470,55.9,389,No,43470,778,232,408,twice a month,monthly,once or twice a year,70%,133.27
Asia Pacific & Europe (excl UK),24-Jun-16,19-May-17,329,Model S 75,27000,81.8,370,No,27000,330,194,380,weekly,monthly,a few times a year,90%,72.53
Asia Pacific & Europe (excl UK),23-Feb-17,20-May-17,86,Model S 90D,8600,98.9,455,No,8600,87,214,452,twice a month,twice a month,once or twice a year,90%,22.29
Asia Pacific & Europe (excl UK),25-Nov-13,24-Dec-16,1125,Model S P85+,147768,131.2,373,No,147768,"1,126",226,400,weekly,weekly,a few times a year,90%,443.3
Asia Pacific & Europe (excl UK),26-Apr-16,28-May-17,397,Model S 70D,23635,59.4,362,No,23635,398,218,365,twice a month,once or twice a year,monthly,90%,74.75
Asia Pacific & Europe (excl UK),28-Apr-17,1-Jun-17,34,Model S 75D,3272,93.5,388,No,3272,35,190,389,weekly,monthly,a few times a year,90%,8.51
Asia Pacific & Europe (excl UK),8-Mar-16,6-Jun-17,455,Model S 90D,35581,78,429,No,35581,456,219,452,twice a month,twice a month,once or twice a year,90%,97.17
Asia Pacific & Europe (excl UK),20-Aug-14,7-Apr-17,961,Model S 85,14857,15.4,389,No,14857,962,210,400,monthly,once or twice a year,never,80%,40.61
Asia Pacific & Europe (excl UK),8-Mar-17,1-Apr-17,24,Model X 90D,100,4,395,No,100,25,225,405,monthly,once or twice a year,never,80%,0.28
Asia Pacific & Europe (excl UK),10-Sep-13,9-Jun-17,1368,Model S P85,246000,179.7,367,No,246000,"1,369",212,400,twice a month,daily,a few times a year,100%,697.72
Asia Pacific & Europe (excl UK),15-Nov-13,11-Jun-17,1304,Model S 85,154801,118.6,373,Yes,126801,"1,069",226,400,,,,,380.41
Asia Pacific & Europe (excl UK),30-Oct-14,11-Jun-17,955,Model S 85,100315,104.9,380,No,100315,956,206,400,,,,,271.85
Asia Pacific & Europe (excl UK),13-Dec-14,13-Jun-17,913,Model S 85,30287,33.1,378,No,30287,914,224,400,a few times a year,once or twice a year,a few times a year,80%,89.5
Asia Pacific & Europe (excl UK),13-Jun-17,17-Jun-17,4,Model S 75,350,70,373,No,350,5,194,380,a few times a year,monthly,never,90%,0.93
Asia Pacific & Europe (excl UK),8-Sep-16,21-Jun-17,286,Model S 70D,38000,132.4,343,No,38000,287,210,365,daily,a few times a year,never,90%,118.88
Asia Pacific & Europe (excl UK),17-Mar-14,22-Jun-17,1193,Model S P85,110000,92.1,382,No,110000,"1,194",201,400,a few times a year,a few times a year,never,90%,290.11
Asia Pacific & Europe (excl UK),29-Sep-15,21-Jun-17,631,Model S 90D,53328,84.4,427,No,53328,632,234,452,monthly,monthly,a few times a year,80%,155.95
Asia Pacific & Europe (excl UK),13-Jun-17,24-Jun-17,11,Model S 75,736,61.3,373,No,736,12,196,380,monthly,monthly,never,90%,1.98
Asia Pacific & Europe (excl UK),19-Sep-15,23-Jun-17,643,Model S 70D,37050,57.5,355,No,37050,644,200,365,monthly,monthly,never,90%,108.55
Asia Pacific & Europe (excl UK),21-Dec-13,24-Jun-17,1281,Model S 85,116500,90.9,375,No,116500,"1,282",206,400,twice a month,a few times a year,once or twice a year,90%,319.71
Asia Pacific & Europe (excl UK),22-May-15,19-May-17,728,Model X 90D,120728,165.6,400,No,120728,729,230,405,,,,,341.58
Asia Pacific & Europe (excl UK),19-Sep-15,1-Jul-17,651,Model S 70D,37891,58.1,355,No,37891,652,203,365,monthly,twice a month,never,90%,112.68
Asia Pacific & Europe (excl UK),25-Jun-15,10-Feb-17,596,Model S 85,66387,111.2,382,No,66387,597,222,400,a few times a year,a few times a year,a few times a year,90%,193.37
Asia Pacific & Europe (excl UK),25-Jun-15,1-Apr-17,646,Model S 85,72626,112.3,382,No,72626,647,222,400,a few times a year,a few times a year,a few times a year,,211.54
Asia Pacific & Europe (excl UK),3-Dec-15,5-Jun-17,550,Model S 85D,50000,90.7,421,No,50000,551,208,430,a few times a year,once or twice a year,never,80%,134.79
Asia Pacific & Europe (excl UK),10-Sep-13,3-Jul-17,1392,Model S P85,206254,148.1,367,Yes,186254,"1,258",223,400,twice a month,twice a week,twice a month,90%,555.68
Asia Pacific & Europe (excl UK),15-Oct-14,5-Jul-17,994,Model S 85,26726,26.9,378,No,26726,995,218,400,a few times a year,a few times a year,once or twice a year,80%,76.87
Asia Pacific & Europe (excl UK),10-Sep-13,12-Jul-17,1401,Model S P85,251000,179,369,No,251000,"1,402",212,400,twice a month,daily,a few times a year,100%,710.02
Asia Pacific & Europe (excl UK),10-Sep-13,13-Jul-17,1402,Model S P85,251200,179,369,No,251200,"1,403",212,400,twice a month,daily,a few times a year,100%,710.59
Asia Pacific & Europe (excl UK),15-Jul-15,9-Jul-17,725,Model S 85,113000,155.6,381,No,113000,726,212,400,weekly,a few times a year,monthly,90%,316.66
Asia Pacific & Europe (excl UK),15-Jul-15,10-Dec-16,514,Model S 85,70518,136.9,388,No,70518,515,214,400,,,,,197.71
Asia Pacific & Europe (excl UK),29-Sep-15,13-Jul-17,653,Model S 90D,55201,84.4,425,No,55201,654,233,452,monthly,monthly,a few times a year,80%,161.11
Asia Pacific & Europe (excl UK),1-Jun-15,13-Jul-17,773,Model S 85D,169000,218.3,414,No,169000,774,248,430,twice a week,twice a month,weekly,50%,551.08
Asia Pacific & Europe (excl UK),13-Apr-16,22-Jul-17,465,Model S P90D,19700,42.3,400,No,19700,466,230,417,a few times a year,a few times a year,once or twice a year,80%,56.21
Asia Pacific & Europe (excl UK),26-Nov-14,24-Jul-17,971,Model S 85,44471,45.8,385,No,44471,972,221,400,twice a month,never,never,80%,128.48
Asia Pacific & Europe (excl UK),23-Feb-17,20-Jul-17,147,Model S 90D,13977,94.4,453,No,13977,148,207,452,twice a month,monthly,a few times a year,90%,35.11
Asia Pacific & Europe (excl UK),19-Aug-15,20-Jul-17,701,Model S 70D,100449,143.1,348,No,100449,702,205,365,weekly,monthly,a few times a year,80%,304.59
Asia Pacific & Europe (excl UK),24-Jun-16,28-Jul-17,399,Model S 75,32600,81.5,372,No,32600,400,189,380,monthly,a few times a year,a few times a year,90%,85.09
Asia Pacific & Europe (excl UK),31-Mar-14,29-Jul-17,1216,Model S 85,78372,64.4,378,No,78372,"1,217",215,400,a few times a year,a few times a year,never,70%,222.25
Asia Pacific & Europe (excl UK),13-Jun-17,29-Jul-17,46,Model S 75,7500,159.6,373,No,7500,47,192,380,monthly,a few times a year,never,80%,19.73
Asia Pacific & Europe (excl UK),25-Jun-15,1-Aug-17,768,Model S 85,145128,188.7,370,No,145128,769,227,400,weekly,monthly,twice a month,90%,441.68
Asia Pacific & Europe (excl UK),8-Sep-16,3-Aug-17,329,Model S 70D,42193,127.9,342,No,42193,330,205,365,daily,a few times a year,never,90%,129.03
Asia Pacific & Europe (excl UK),16-Oct-13,3-Aug-17,1387,Model S P85+,68900,49.6,380,No,68900,"1,388",227,400,once or twice a year,once or twice a year,once or twice a year,70%,205.78
Asia Pacific & Europe (excl UK),3-Apr-15,4-Aug-17,854,Model S P85D,46881,54.8,390,No,46881,855,232,408,twice a month,monthly,once or twice a year,70%,143.54
Asia Pacific & Europe (excl UK),3-Apr-15,8-Aug-17,858,Model S P85D,46975,54.7,389,No,46975,859,232,408,twice a month,monthly,once or twice a year,70%,144.01
Asia Pacific & Europe (excl UK),5-Feb-14,8-Aug-17,1280,Model S 85,74181,57.9,380,No,74181,"1,281",233,400,twice a month,monthly,never,70%,227.39
Asia Pacific & Europe (excl UK),25-Jun-15,10-Aug-17,777,Model S 85D,114321,146.9,408,No,114321,778,230,430,twice a month,a few times a year,a few times a year,90%,346.09
Asia Pacific & Europe (excl UK),31-Mar-17,10-Aug-17,132,Model S 90D,8900,66.9,456,No,8900,133,198,452,a few times a year,a few times a year,never,90%,21.32
Asia Pacific & Europe (excl UK),05. April 2015,10. Aug 2017,#VALUE!,Model S P85D,88900,103.5,383,No,88900,859,188,408,,a few times a year,never,90%,221.15
Asia Pacific & Europe (excl UK),4-Dec-14,29-Jul-17,968,Model S 85,37970,39.2,386,No,37970,969,218,400,monthly,a few times a year,a few times a year,90%,108.08
Asia Pacific & Europe (excl UK),4-Dec-14,11-Aug-17,981,Model S 85,39951,40.7,384,No,39951,982,,400,,,,,
Asia Pacific & Europe (excl UK),14-Feb-16,11-Aug-17,544,Model S 90D,42500,78,444,No,42500,545,210,452,weekly,a few times a year,a few times a year,90%,109.42
Asia Pacific & Europe (excl UK),15-Jun-15,13-Aug-17,790,Model S 70D,171941,217.4,351,No,171941,791,188,365,daily,a few times a year,once or twice a year,,479.07
Asia Pacific & Europe (excl UK),28-Feb-17,25-Jul-17,147,Model S 90D,5500,37.2,450,No,5500,148,193,452,a few times a year,once or twice a year,never,90%,12.93
Asia Pacific & Europe (excl UK),10-Jun-14,12-Aug-17,1159,Model S 85,95640,82.4,379,No,95640,"1,160",218,400,weekly,a few times a year,never,70%,274.64
Asia Pacific & Europe (excl UK),9-May-17,15-Aug-17,98,Model S P100D,9695,97.9,484,No,9695,99,,488,weekly,monthly,never,80%,
Asia Pacific & Europe (excl UK),30-Nov-16,16-Aug-17,259,Model S 90D,22185,85.3,439,No,22185,260,218,452,twice a month,a few times a year,never,90%,59.63
Asia Pacific & Europe (excl UK),24-Jun-14,16-Aug-17,1149,Model S 85,143425,124.7,371,No,143425,"1,150",217,400,twice a month,monthly,a few times a year,90%,416.74
Asia Pacific & Europe (excl UK),7-Jul-16,17-Aug-17,406,Model S 75D,23357,57.4,375,No,23357,407,215,389,a few times a year,a few times a year,never,90%,69.88
Asia Pacific & Europe (excl UK),28-Apr-17,1-Aug-17,95,Model S 90D,4501,46.9,452,No,4501,96,190,452,twice a month,a few times a year,never,80%,10.39
Asia Pacific & Europe (excl UK),23-Dec-13,18-Aug-17,1334,Model S P85,121000,90.6,374,No,121000,"1,335",221,400,twice a month,monthly,a few times a year,90%,356.69
Asia Pacific & Europe (excl UK),4-Jun-14,29-Jul-17,1151,Model S 85,187618,162.9,375,No,187618,"1,152",181.4,400,twice a month,a few times a year,once or twice a year,90%,453.36
Asia Pacific & Europe (excl UK),19-Sep-13,21-Aug-17,1432,Model S 85,158400,110.5,368,Yes,158400,"1,433",201,400,twice a month,a few times a year,a few times a year,90%,428
Asia Pacific & Europe (excl UK),15-Dec-15,21-Aug-17,615,Model S 70,67565,109.7,356,No,67565,616,227,360,twice a month,a few times a year,a few times a year,90%,224.2
Asia Pacific & Europe (excl UK),30-Jun-16,21-Aug-17,417,Model S 90D,45389,108.6,425,No,45389,418,216,452,twice a week,a few times a year,twice a month,60%,122.8
Asia Pacific & Europe (excl UK),30-Jun-14,22-Aug-17,1149,Model S P85,73397,63.8,379,No,73397,"1,150",205,400,a few times a year,a few times a year,once or twice a year,80%,199.43
Asia Pacific & Europe (excl UK),20-Nov-13,23-Aug-17,1372,Model S 85,134709,98.1,377,No,134709,"1,373",217,400,twice a month,weekly,once or twice a year,80%,388.41
Asia Pacific & Europe (excl UK),7-Jul-17,13-Aug-17,37,Model S 75D,6548,172.3,383,No,6548,38,183,389,weekly,monthly,once or twice a year,80%,16.4
Asia Pacific & Europe (excl UK),26-Nov-13,20-Aug-17,1363,Model S P85,187612,137.5,376,No,187612,"1,364",205,400,weekly,twice a month,weekly,90%,508.55
Asia Pacific & Europe (excl UK),4-Apr-16,24-Aug-17,507,Model S P85,64103,126.2,408,No,64103,508,207,400,a few times a year,a few times a year,never,80%,169.54
Asia Pacific & Europe (excl UK),13-Jun-14,17-Jul-17,1130,Model S P85+,54475,48.2,378,No,54475,"1,131",218,400,weekly,a few times a year,a few times a year,,156.65
Asia Pacific & Europe (excl UK),26-Mar-14,18-Mar-17,1088,Model S P85,52159,47.9,381,No,52159,"1,089",218,400,weekly,a few times a year,a few times a year,,149.41
Asia Pacific & Europe (excl UK),26-Mar-14,22-Apr-17,1123,Model S P85,55071,49,381,No,55071,"1,124",218,400,weekly,a few times a year,a few times a year,,157.75
Asia Pacific & Europe (excl UK),26-Mar-14,23-Apr-17,1124,Model S P85,55300,49.2,381,No,55300,"1,125",218,400,weekly,a few times a year,a few times a year,,158.4
Asia Pacific & Europe (excl UK),13-Jun-14,21-Jul-17,1134,Model S P85+,54757,48.2,377,No,54757,"1,135",218,400,weekly,a few times a year,a few times a year,,157.67
Asia Pacific & Europe (excl UK),13-Jun-14,11-Aug-17,1155,Model S P85+,57228,49.5,379,No,57228,"1,156",218,400,weekly,a few times a year,a few times a year,,164.35
Asia Pacific & Europe (excl UK),25-Nov-13,25-Aug-17,1369,Model S P85+,154610,112.9,361,No,154610,"1,370",225,400,weekly,weekly,a few times a year,90%,469.12
Asia Pacific & Europe (excl UK),13-Jun-14,27-Aug-17,1171,Model S P85+,58191,49.7,380,No,58191,"1,172",218,400,weekly,a few times a year,a few times a year,,166.91
Asia Pacific & Europe (excl UK),10-Sep-13,28-Aug-17,1448,Model S P85,269000,185.6,363,No,269000,"1,449",212,400,twice a month,daily,a few times a year,100%,766.97
Asia Pacific & Europe (excl UK),3-Apr-15,27-Aug-17,877,Model S P85D,48204,54.9,389,No,48204,878,232,408,twice a month,monthly,once or twice a year,70%,147.78
Asia Pacific & Europe (excl UK),8-Mar-16,29-Aug-17,539,Model S 90D,42743,79.2,429,No,42743,540,215,452,twice a month,monthly,once or twice a year,90%,114.59
Asia Pacific & Europe (excl UK),28-Apr-17,31-Aug-17,125,Model S 75D,10025,79.6,379,No,10025,126,179,389,weekly,a few times a year,a few times a year,90%,24.84
Asia Pacific & Europe (excl UK),15-Sep-15,31-Aug-17,716,Model S 70D,91770,128,356,No,91770,717,178,365,monthly,monthly,never,80%,240.43
Asia Pacific & Europe (excl UK),26-Mar-14,28-Aug-17,1251,Model S P85,64584,51.6,380,No,64584,"1,252",218,400,weekly,a few times a year,a few times a year,,185.24
Asia Pacific & Europe (excl UK),21-Jan-17,27-Aug-17,218,Model S 90D,17966,82,448,No,17966,219,184,452,twice a month,a few times a year,never,80%,40.35
Asia Pacific & Europe (excl UK),8-Sep-16,1-Sep-17,358,Model S 70D,46445,129.4,345,No,46445,359,202,365,daily,a few times a year,never,90%,139.36
Asia Pacific & Europe (excl UK),10-Oct-13,4-Sep-17,1425,Model S 85,95422,66.9,379,No,95422,"1,426",244,400,a few times a year,weekly,a few times a year,90%,306.69
Asia Pacific & Europe (excl UK),15-Oct-14,4-Sep-17,1055,Model S 85,137120,129.8,374,No,137120,"1,056",215,400,,,,,390.84
Asia Pacific & Europe (excl UK),9-May-17,5-Sep-17,119,Model S 90D,9911,82.6,460,No,9911,120,191,452,a few times a year,monthly,a few times a year,80%,22.94
Asia Pacific & Europe (excl UK),1-Nov-13,5-Sep-17,1404,Model S 85,113418,80.7,385,No,113418,"1,405",218,400,,,,,325.19
Asia Pacific & Europe (excl UK),30-Nov-14,6-Sep-17,1011,Model S 85,69189,68.4,388,No,69189,"1,012",204,400,weekly,once or twice a year,once or twice a year,60%,183.79
Asia Pacific & Europe (excl UK),15-Sep-15,8-Sep-17,724,Model S 70D,93005,128.3,351,No,93005,725,178,365,twice a month,monthly,never,80%,245.37
Asia Pacific & Europe (excl UK),19-Sep-15,8-Sep-17,720,Model S 70D,42825,59.4,348,No,42825,721,189,365,monthly,monthly,once or twice a year,90%,119.74
Asia Pacific & Europe (excl UK),26-Apr-17,11-Sep-17,138,Model X 100D,7170,51.6,450,No,7170,139,215,453,monthly,,,,15.72
Asia Pacific & Europe (excl UK),24-Jun-16,9-Sep-17,442,Model S 75,37850,85.4,371,No,37850,443,186,380,,,,,97.35
Asia Pacific & Europe (excl UK),25-Nov-13,25-Aug-17,1369,Model S P85+,156486,114.2,355,No,156486,"1,370",225,400,weekly,weekly,a few times a year,90%,478.61
Asia Pacific & Europe (excl UK),13-Jun-17,12-Sep-17,91,Model S 75,10500,114.1,373,No,10500,92,190,380,monthly,monthly,never,80%,27.34
Asia Pacific & Europe (excl UK),2-Jun-14,2-Sep-17,1188,Model S 85,106200,89.3,378,No,106200,"1,189",219,400,twice a month,twice a month,a few times a year,90%,306.74
Asia Pacific & Europe (excl UK),23-Dec-15,10-Sep-17,627,Model S 90D,45500,72.5,433,No,45500,628,214,452,weekly,a few times a year,a few times a year,80%,120.87
Asia Pacific & Europe (excl UK),20-Nov-13,19-Sep-17,1399,Model S 85,98400,70.3,371,No,98400,"1,400",209,400,monthly,monthly,once or twice a year,80%,275.4
Asia Pacific & Europe (excl UK),28-Feb-17,15-Sep-17,199,Model S 90D,8200,41,449,No,8200,200,193,452,monthly,once or twice a year,never,90%,19.3
Asia Pacific & Europe (excl UK),26-Nov-13,20-Sep-17,1394,Model S 85,152072,109,376,No,152072,"1,395",222,400,a few times a year,once or twice a year,once or twice a year,80%,446.41
Asia Pacific & Europe (excl UK),10-Jan-17,24-Sep-17,257,Model S 90D,15800,61.2,450,No,15800,258,204,452,twice a week,twice a month,monthly,80%,39.5
Asia Pacific & Europe (excl UK),24-Jun-16,24-Sep-17,457,Model S 75,40000,87.3,370,No,40000,458,185,380,,,,,102.46
Asia Pacific & Europe (excl UK),29-Sep-15,22-Sep-17,724,Model S 90D,63637,87.8,422,No,63637,725,233,452,monthly,monthly,a few times a year,80%,186.38
Asia Pacific & Europe (excl UK),16-Sep-17,25-Sep-17,9,Model X 100D,675,67.5,453,No,675,10,267,453,monthly,monthly,a few times a year,80%,1.82
Asia Pacific & Europe (excl UK),26-Jun-16,26-Sep-17,457,Model S 90D,37500,81.9,427,No,37500,458,204,452,twice a month,monthly,a few times a year,80%,96.2
Asia Pacific & Europe (excl UK),,28-Sep-17,43006,Model S 75,14806,,379,No,14806,,,380,a few times a year,a few times a year,once or twice a year,90%,
Asia Pacific & Europe (excl UK),3-Apr-15,30-Sep-17,911,Model S P85D,50068,54.9,385,No,50068,912,232,408,twice a month,monthly,once or twice a year,70%,153.32
Asia Pacific & Europe (excl UK),4-Jun-14,19-Sep-17,1203,Model S 85,196476,163.2,374,No,196476,"1,204",182,400,weekly,a few times a year,once or twice a year,90%,476.95
Asia Pacific & Europe (excl UK),5-Feb-14,27-Sep-17,1330,Model S 85,80240,60.3,381,No,80240,"1,331",223,400,twice a month,twice a month,never,70%,235.1
Asia Pacific & Europe (excl UK),19-Mar-16,5-Oct-17,565,Model S 85D,39929,70.5,429,No,39929,566,206.2,430,weekly,never,never,70%,105.72
Asia Pacific & Europe (excl UK),4-Jul-17,5-Oct-17,93,Model X 100D,2000,21.3,453,No,2000,94,247,453,daily,once or twice a year,never,90%,5.02
Asia Pacific & Europe (excl UK),14-Mar-14,5-Oct-17,1301,Model S P85,248884,191.2,364,No,248884,"1,302",223,400,twice a week,monthly,a few times a year,90%,749.94
Asia Pacific & Europe (excl UK),14-Feb-16,4-Aug-17,537,Model S 70,52000,96.7,361,No,52000,538,210,360,monthly,a few times a year,never,80%,158.52
Asia Pacific & Europe (excl UK),16-Sep-17,6-Oct-17,20,Model X 100D,1327,63.2,459,No,1327,21,268,453,monthly,monthly,a few times a year,80%,3.57
Asia Pacific & Europe (excl UK),19-Aug-15,6-Oct-17,779,Model S 70D,112335,144,347,No,112335,780,204,365,twice a week,a few times a year,a few times a year,80%,339.45
Asia Pacific & Europe (excl UK),1-Aug-17,7-Oct-17,67,Model S 90D,605,8.9,448,No,605,68,197,452,twice a week,a few times a year,once or twice a year,90%,1.46
Asia Pacific & Europe (excl UK),1-Jun-16,7-Oct-17,493,Model S 90D,33886,68.6,445,No,33886,494,214,452,twice a month,once or twice a year,once or twice a year,80%,89.36
Asia Pacific & Europe (excl UK),15-Jul-15,9-Sep-17,787,Model S 85,128867,163.5,379,No,128867,788,214,400,weekly,monthly,a few times a year,90%,365.47
Asia Pacific & Europe (excl UK),1-Jun-17,10-Oct-17,131,Model S P100D,4781,36.2,482,No,4781,132,267,488,twice a month,monthly,monthly,90%,12.98
Asia Pacific & Europe (excl UK),23-Dec-15,25-Aug-17,611,Model S 85D,44000,71.9,424,No,44000,612,205,430,a few times a year,once or twice a year,never,70%,117.23
Asia Pacific & Europe (excl UK),13-Jun-17,14-Oct-17,123,Model S 75,12063,97.3,373,No,12063,124,189,380,monthly,monthly,never,80%,31.25
Asia Pacific & Europe (excl UK),1-Aug-17,14-Oct-17,74,Model S 90D,1167,15.6,446,No,1167,75,191,452,twice a week,twice a month,once or twice a year,90%,2.73
Asia Pacific & Europe (excl UK),13-May-15,15-Oct-17,886,Model S 85,117055,132,375,No,117055,887,185,400,weekly,monthly,a few times a year,80%,286.71
Asia Pacific & Europe (excl UK),21-Apr-16,13-Oct-17,540,Model S 90D,99390,183.7,425,No,99390,541,220,452,twice a month,a few times a year,a few times a year,80%,273.87
Asia Pacific & Europe (excl UK),1-Dec-15,16-Oct-17,685,Model S 85D,52000,75.8,417,No,52000,686,222,430,twice a month,monthly,a few times a year,80%,150.34
Asia Pacific & Europe (excl UK),14-Nov-14,16-Oct-17,1067,Model S 85,157556,147.5,370,No,157556,"1,068",223,400,twice a month,a few times a year,twice a month,60%,468.22
Asia Pacific & Europe (excl UK),30-Oct-14,18-Oct-17,1084,Model S 85,110360,101.7,377,No,110360,"1,085",204,400,,,,,297.32
Asia Pacific & Europe (excl UK),21-Dec-13,18-Oct-17,1397,Model S 85,125000,89.4,370,No,125000,"1,398",206,400,twice a month,a few times a year,never,90%,343.18
Asia Pacific & Europe (excl UK),1-Jun-17,27-Oct-17,148,Model S P100D,6472,43.4,478,No,6472,149,260,488,twice a month,twice a month,a few times a year,90%,17.18
Asia Pacific & Europe (excl UK),19-Sep-15,28-Oct-17,770,Model S 70D,45754,59.3,348,No,45754,771,218,365,monthly,monthly,once or twice a year,90%,147.56
Asia Pacific & Europe (excl UK),4-Jun-14,23-Oct-17,1237,Model S 85,202506,163.6,373,No,202506,"1,238",180,400,twice a month,a few times a year,once or twice a year,90%,486.82
Asia Pacific & Europe (excl UK),28-Sep-16,1-Nov-17,399,Model X 90D,52783,132,372,No,52783,400,289,405,monthly,twice a month,twice a month,80%,194.42
Asia Pacific & Europe (excl UK),30-Jun-16,6-Nov-17,494,Model S 90D,55961,113.1,424,No,55961,495,213,452,twice a week,a few times a year,weekly,50%,150.39
Asia Pacific & Europe (excl UK),10-Sep-13,9-Nov-17,1521,Model S P85,276500,181.7,355,No,276500,"1,522",212,400,twice a month,daily,a few times a year,100%,796.78
Asia Pacific & Europe (excl UK),10-Jun-14,13-Oct-17,1221,Model S 85,100790,82.5,378,No,100790,"1,222",218,400,twice a month,monthly,never,70%,289.79
Asia Pacific & Europe (excl UK),1-Jan-17,17-Nov-17,320,Model S 75,38288,119.3,362,No,38288,321,206,380,weekly,a few times a year,a few times a year,,109.7
Asia Pacific & Europe (excl UK),1-Apr-16,19-Nov-17,597,Model S 90D,37425,62.6,436,No,37425,598,,452,a few times a year,twice a month,once or twice a year,80%,
Asia Pacific & Europe (excl UK),15-Sep-15,19-Nov-17,796,Model S 70D,102748,128.9,352,No,102748,797,,365,weekly,weekly,a few times a year,80%,
Asia Pacific & Europe (excl UK),13-Sep-17,20-Nov-17,68,Model S 75D,3200,46.4,389,No,3200,69,,389,,,,,
Asia Pacific & Europe (excl UK),8-Sep-16,22-Nov-17,440,Model S 70D,55355,125.5,340,No,55355,441,205,365,daily,once or twice a year,never,90%,169.77
Asia Pacific & Europe (excl UK),1-Aug-17,26-Nov-17,117,Model S 90D,3323,28.2,449,No,3323,118,198,452,twice a week,monthly,once or twice a year,90%,8.02
Asia Pacific & Europe (excl UK),8-Mar-16,27-Nov-17,629,Model S 90D,51364,81.5,431,No,51364,630,213,452,twice a month,monthly,a few times a year,70%,136.11
Asia Pacific & Europe (excl UK),28-Sep-16,1-Dec-17,429,Model X 90D,56417,131.2,370,No,56417,430,,405,,,,,
Asia Pacific & Europe (excl UK),5-Jun-15,1-Dec-17,910,Model S 85D,109111,119.8,410,No,109111,911,215,430,weekly,twice a month,a few times a year,90%,308.03
Asia Pacific & Europe (excl UK),1-Nov-15,2-Dec-17,762,Model S 85D,115665,151.6,412,No,115665,763,240,430,twice a month,weekly,a few times a year,90%,363.62
Asia Pacific & Europe (excl UK),19-Sep-15,3-Dec-17,806,Model S 70D,47832,59.3,350,No,47832,807,218,365,monthly,monthly,once or twice a year,90%,153.83
Asia Pacific & Europe (excl UK),16-Dec-15,7-Dec-17,722,Model S 70D,66000,91.3,360,No,66000,723,210,365,,,,,201.61
Asia Pacific & Europe (excl UK),20-Mar-15,8-Dec-17,994,Model S P85D,93075,93.5,379,No,93075,995,239,408,twice a month,monthly,monthly,90%,297.65
Asia Pacific & Europe (excl UK),19-Aug-15,1-Dec-17,835,Model S 70D,119635,143.1,346,No,119635,836,204,365,twice a week,a few times a year,a few times a year,80%,362.03
Asia Pacific & Europe (excl UK),3-Oct-14,9-Dec-17,1163,Model S P85+,101887,87.5,363,No,101887,"1,164",217,400,monthly,a few times a year,once or twice a year,90%,299.17
Asia Pacific & Europe (excl UK),3-Oct-14,19-May-17,959,Model S P85+,75000,78.1,378,No,75000,960,217,400,twice a week,weekly,once or twice a year,100%,215.98
